Bliv sorteringsekspert med Frede og Frida 0. - 3.,Aalborg,Virksomhed,Aalborg Renovation,0. klasse,1. klasse,2. klasse,3. klasse,,,,,,,,Indskoling,,,,,,,Ressourcer,,,https://aabenaalborg.dk/grundskole/bliv-sorteringsekspert-med-frede-og-frida,,,,,,,,,,,,
Dyr derhjemme 0. - 3.,Aalborg,Museum,Aalborg Zoo,0. klasse,1. klasse,2. klasse,3. klasse,,,,,,,,Indskoling,,,Natur,,,,,,,https://aabenaalborg.dk/grundskole/dyr-derhjemme,,,,,,,,,,,,
Afrikas savanner 0. - 10.,Aalborg,Museum,Aalborg Zoo,0. klasse,1. klasse,2. klasse,3. klasse,4. klasse,5. klasse,6. klasse,7. klasse,8. klasse,9. klasse,10. klasse,Indskoling,Mellemtrin,Udskoling,Natur,,,,,,,https://aabenaalborg.dk/grundskole/afrikas-savanner,,,,,,,,,,,,
Dyrs tilpasning og forskelligheder 3. - 10.,Aalborg,Museum,Aalborg Zoo,,,,3. klasse,4. klasse,5. klasse,6. klasse,7. klasse,8. klasse,9. klasse,10. klasse,Indskoling,Mellemtrin,Udskoling,Natur,,,,,,,https://aabenaalborg.dk/grundskole/dyrs-tilpasning-og-forskelligheder,,,,,,,,,,,,
Evolution/klassifikation 8. - 10.,Aalborg,Museum,Aalborg Zoo,,,,,,,,,8. klasse,9. klasse,10. klasse,,,Udskoling,Natur,,,,,,,https://aabenaalborg.dk/grundskole/evolution-klassifikation,,,,,,,,,,,,
Krybdyr 4. - 10.,Aalborg,Museum,Aalborg Zoo,,,,,4. klasse,5. klasse,6. klasse,7. klasse,8. klasse,9. klasse,10. klasse,,Mellemtrin,Udskoling,Natur,,,,,,,https://aabenaalborg.dk/grundskole/krybdyr,,,,,,,,,,,,
Hverdagen i zoo 1. - 10.,Aalborg,Museum,Aalborg Zoo,,1. klasse,2. klasse,3. klasse,4. klasse,5. klasse,6. klasse,7. klasse,8. klasse,9. klasse,10. klasse,Indskoling,Mellemtrin,Udskoling,Natur,,,,,,,https://aabenaalborg.dk/grundskole/hverdagen-i-zoo,,,,,,,,,,,,
Er det bæredygtigt? 9. - 10.,Aalborg,Museum,Utzon Center,,,,,,,,,,9. klasse,10. klasse,,,Udskoling,,,,,Ressourcer,Energi,,https://aabenaalborg.dk/grundskole/er-det-b%C3%A6redygtigt-0,,,,,,,,,,,,
Arkitektik og Matematur 1. - 3.,Aalborg,Museum,Utzon Center,,1. klasse,2. klasse,3. klasse,,,,,,,,Indskoling,,,Natur,,,,,,,https://aabenaalborg.dk/grundskole/arkitektik-og-matematur,,,,,,,,,,,,
Skoletjenesten på Egholm og i Fjordhuset 4.,Aalborg,Andre aktører,Skoletjenesten,,,,,4. klasse,,,,,,,,Mellemtrin,,Natur,,,,Ressourcer,,,https://aabenaalborg.dk/grundskole/skoletjenesten-p%C3%A5-egholm-og-i-fjordhuset,,,,,,,,,,,,
Skoletjenesten i Fjordhuset og på Egholm 8. - 9.,Aalborg,Andre aktører,Skoletjenesten,,,,,,,,,8. klasse,9. klasse,,,,Udskoling,Natur,,,,Ressourcer,,,https://aabenaalborg.dk/grundskole/skoletjenesten-i-fjordhuset-og-p%C3%A5-egholm,,,,,,,,,,,,
Skoletjenesten Egholm og Fjordhuset 0.,Aalborg,Andre aktører,Skoletjenesten,0. klasse,,,,,,,,,,,Indskoling,,,Natur,,,,,,,https://aabenaalborg.dk/grundskole/skoletjenesten-egholm-og-fjordhuset,,,,,,,,,,,,
Skoletjenesten i Infohuset i Østerådalen 5.,Aalborg,Andre aktører,Skoletjenesten,,,,,,5. klasse,,,,,,,Mellemtrin,,Natur,,,,,,,https://aabenaalborg.dk/grundskole/skoletjenesten-i-infohuset-%C3%B8ster%C3%A5dalen,,,,,,,,,,,,
Youths go green 7. - 8.,Aalborg,Andre aktører,Aalborg Kommune,,,,,,,,7. klasse,8. klasse,,,,,Udskoling,,Sundhed,,,Ressourcer,Energi,,https://www.youthsgogreen.dk/resultater/,,,,,,,,,,,,
Naturvidenskabsfestival 6. - 10.,Aalborg,Andre aktører,Skoletjenesten,,,,,,,6. klasse,7. klasse,8. klasse,9. klasse,10. klasse,,Mellemtrin,Udskoling,Natur,,Klima,,,,,https://aabenaalborg.dk/grundskole/naturvidenskabsfestival-og-skoletjenesten,,,,,,,,,,,,
Haver til Maver 0. - 10.,Aalborg,Andre aktører,Skoletjenesten,0. klasse,1. klasse,2. klasse,3. klasse,4. klasse,5. klasse,6. klasse,7. klasse,8. klasse,9. klasse,,Indskoling,Mellemtrin,Udskoling,Natur,,,Fødevarer,,,,https://skoletjenesten.aalborg.dk/tilbud/haver-til-maver,,,,,,,,,,,,
Bliv NaturligVis 0. - 10.,Aalborg,Andre aktører,Foreningsplaymaker,0. klasse,1. klasse,2. klasse,3. klasse,4. klasse,5. klasse,6. klasse,7. klasse,8. klasse,9. klasse,10. klasse,Indskoling,Mellemtrin,Udskoling,Natur,,,,,,,https://aabenaalborg.dk/grundskole/bliv-naturligvis,,,,,,,,,,,,
Rundvisning 0. - 10.,Aalborg,Virksomhed,RenoNord,0. klasse,1. klasse,2. klasse,3. klasse,4. klasse,5. klasse,6. klasse,7. klasse,8. klasse,9. klasse,10. klasse,Indskoling,Mellemtrin,Udskoling,,,,,Ressourcer,Energi,,https://renonord.dk/info-og-besoeg/skolebesoeg-og-rundvisninger,,,,,,,,,,,,
Besøg Renseanlæg Vest 7. - 9.,Aalborg,Virksomhed,Aalborg Forsyning,,,,,,,,7. klasse,8. klasse,9. klasse,10. klasse,,,Udskoling,,,,,Ressourcer,,,https://aalborgforsyning.dk/privat/skoler/undervisningsforlob/,,,,,,,,,,,,
Gårdbesøg 0. - 9.,Aalborg,Virksomhed,Landbrug & Fødevarer,0. klasse,1. klasse,2. klasse,3. klasse,4. klasse,5. klasse,6. klasse,7. klasse,8. klasse,9. klasse,,Indskoling,Mellemtrin,Udskoling,,,,Fødevarer,Ressourcer,,,https://skolenivirkeligheden.dk/aalborg/forloeb/naturfag-teknologi/landbrug-og-fodevarer-gardbesog,,,,,,,,,,,,
ENGINEER THE FUTURE BOOK EN EKSPERT 4. - 9.,Aalborg,Virksomhed,Book en ekspert,,,,,4. klasse,5. klasse,6. klasse,7. klasse,8. klasse,9. klasse,,,Mellemtrin,Udskoling,,,Klima,,Ressourcer,Energi,,https://skolenivirkeligheden.dk/aalborg/forloeb/natur-friluftsliv/engineer-the-future-book-en-ekspert,,,,,,,,,,,,
Fisker for en dag 0. - 6.,Aalborg,Andre aktører,Dansk Amatørfiskerforening,0. klasse,1. klasse,2. klasse,3. klasse,4. klasse,5. klasse,6. klasse,,,,,Indskoling,Mellemtrin,,Natur,,,Fødevarer,,,,https://skolenivirkeligheden.dk/aalborg/forloeb/naturfag-teknologi/bliv-fisker-for-en-dag,,,,,,,,,,,,
Plastens egenskaber og genanvendelse 8. - 9.,Aalborg,Virksomhed,Altuglas International Danmark,,,,,,,,,8. klasse,9. klasse,,,,Udskoling,,,,,Ressourcer,,,https://skolenivirkeligheden.dk/aalborg/forloeb/fysik-kemi/plastens-egenskaber-og-genanvendelse,,,,,,,,,,,,
Plastens egenskaber og genanvendelse 8. - 9.,Aalborg,Virksomhed,Genplast,,,,,,,,,8. klasse,9. klasse,,,,Udskoling,,,,,Ressourcer,,,https://skolenivirkeligheden.dk/aalborg/forloeb/fysik-kemi/plastens-egenskaber-og-genanvendelse-4,,,,,,,,,,,,
Plastens egenskaber og genanvendelse 8. - 9.,Aalborg,Virksomhed,EXPO-NET Danmark,,,,,,,,,8. klasse,9. klasse,,,,Udskoling,,,,,ressourcer,,,https://skolenivirkeligheden.dk/aalborg/forloeb/fysik-kemi/plastens-egenskaber-og-genanvendelse-5,,,,,,,,,,,,
Plastens egenskaber og genanvendelse 8. - 9.,Aalborg,Virksomhed,Kirk Plast Complete,,,,,,,,,8. klasse,9. klasse,,,,Udskoling,,,,,Ressourcer,,,https://skolenivirkeligheden.dk/aalborg/forloeb/fysik-kemi/plastens-egenskaber-og-genanvendelse-9,,,,,,,,,,,,
Plastens egenskaber og genanvendelse 8. - 9.,Aalborg,Virksomhed,BEWi,,,,,,,,,8. klasse,9. klasse,,,,Udskoling,,,,,Ressourcer,,,https://skolenivirkeligheden.dk/aalborg/forloeb/fysik-kemi/plastens-egenskaber-og-genanvendelse-22,,,,,,,,,,,,
Plastens egenskaber og genanvendelse 8. - 9.,Aalborg,Virksomhed,Dantoy,,,,,,,,,8. klasse,9. klasse,,,,Udskoling,,,,,Ressourcer,,,https://skolenivirkeligheden.dk/aalborg/forloeb/fysik-kemi/plastens-egenskaber-og-genanvendelse-23,,,,,,,,,,,,
Plastens egenskaber og genanvendelse 8. - 9.,Aalborg,Virksomhed,Fast Plast,,,,,,,,,8. klasse,9. klasse,,,,Udskoling,,,,,Ressourcer,,,https://skolenivirkeligheden.dk/aalborg/forloeb/fysik-kemi/plastens-egenskaber-og-genanvendelse-27,,,,,,,,,,,,
Plastens egenskaber og genanvendelse 8. - 9.,Aalborg,Virksomhed,Sundolitt,,,,,,,,,8. klasse,9. klasse,,,,Udskoling,,,,,Ressourcer,,,https://skolenivirkeligheden.dk/aalborg/forloeb/fysik-kemi/plastens-egenskaber-og-genanvendelse-33,,,,,,,,,,,,
Up - cycling forny det kasserede 4. - 9.,Aalborg,Virksomhed,Begitte Lynge Andersen,,,,,4. klasse,5. klasse,6. klasse,7. klasse,8. klasse,9. klasse,,,Mellemtrin,Udskoling,,,,,Ressourcer,,,https://skolenivirkeligheden.dk/aalborg/forloeb/kreativitet/gaesteatelier-hollufgard-up-cycling-forny-det-kasserede,,,,,,,,,,,,
Den klimavenlige skole 7.,Aalborg,Virksomhed,Uggerly Installation,,,,,,,,7. klasse,,,,,,Udskoling,,,,,Ressourcer,Energi,,https://skolenivirkeligheden.dk/aalborg/forloeb/matematik/den-klimavenlige-skole-14,,,,,,,,,,,,
Elforbrug og energirigtige skoler 7.,Aalborg,Virksomhed,Erik Fals A/S,,,,,,,,7. klasse,,,,,,Udskoling,,,,,Ressourcer,Energi,,https://skolenivirkeligheden.dk/aalborg/forloeb/fysik-kemi/elforbrug-og-energirigtige-skoler-33,,,,,,,,,,,,
"Vinden på stranden, skoler 0. - 7.",Aalborg,Virksomhed,Børnenes Lystfisker Akademi,0. klasse,1. klasse,2. klasse,3. klasse,4. klasse,5. klasse,6. klasse,7. klasse,,,,Indskoling,Mellemtrin,Udskoling,Natur,,,,Ressourcer,Energi,,https://skolenivirkeligheden.dk/aalborg/forloeb/natur-friluftsliv/vinden-pa-stranden-skoler-1,,,,,,,,,,,,
"Rundvisning, Universitarium (coronalukket)",Aalborg,Museum,Universitarium,0. klasse,1. klasse,2. klasse,3. klasse,4. klasse,5. klasse,6. klasse,7. klasse,8. klasse,9. klasse,10. klasse,Indskoling,Mellemtrin,Udskoling,,Sundhed,Klima,,Ressourcer,,,https://www.universitarium.dk/skoler/,,,,,,,,,,,,
ARLA Food designer 6.,Aalborg,Virksomhed,Arla,,,,,,,6. klasse,,,,,,Mellemtrin,,,,,Fødevarer,,,,https://skolenivirkeligheden.dk/aalborg/forloeb/bevaegelse-sundhed/arla-food-designer-skoleudgaven,,,,,,,,,,,,
Metal og muligheder 6.,Aalborg,Virksomhed,NES Maskinværksted,,,,,,,6. klasse,,,,,,Mellemtrin,,,,,,Ressourcer,,,https://skolenivirkeligheden.dk/aalborg/forloeb/natur-teknologi/metal-og-muligheder-19,,,,,,,,,,,,
Metal og muligheder 6.,Aalborg,Virksomhed,Bobach stålentriprise,,,,,,,6. klasse,,,,,,Mellemtrin,,,,,,Ressourcer,,,https://skolenivirkeligheden.dk/aalborg/forloeb/natur-teknologi/metal-og-muligheder-6,,,,,,,,,,,,
Besøg en byggeplads 4. - 9.,Aalborg,Virksomhed,Dansk Byggeri,,,,,4. klasse,5. klasse,6. klasse,7. klasse,8. klasse,9. klasse,,,Mellemtrin,Udskoling,,,,,Ressourcer,Energi,,https://skolenivirkeligheden.dk/aalborg/forloeb/erhverv/besog-en-byggeplads-1,,,,,,,,,,,,
DI Skolen på byggepladsen 4. - 9.,Aalborg,Virksomhed,Dansk Industri,,,,,4. klasse,5. klasse,6. klasse,7. klasse,8. klasse,9. klasse,,,Mellemtrin,Udskoling,,,,,Ressourcer,Energi,,https://skolenivirkeligheden.dk/aalborg/forloeb/erhverv/di-skolen-pa-byggepladsen,,,,,,,,,,,,
Lokal miljøvejledning 0. - 6.,Furesø,Natur- og innovationsværksted,Grøn Guide,0. klasse,1. klasse,2. klasse,3. klasse,4. klasse,5. klasse,6. klasse,,,,,Indskoling,Mellemtrin,,,,Klima,,,,,,,,,,,,,,,,,
"Miljøjagten, 4. - 6.",Furesø,Natur- og innovationsværksted,Grøn Guide,,,,,4. klasse,5. klasse,6. klasse,,,,,,Mellemtrin,,Natur,,Klima,,Ressourcer,,,,,,,,,,,,,,,
Den Grønne Guide i Furesø 0. - 10.,Furesø,Natur- og innovationsværksted,Grøn Guide,0. klasse,1. klasse,2. klasse,3. klasse,4. klasse,5. klasse,6. klasse,7. klasse,8. klasse,9. klasse,10. klasse,Indskoling,Mellemtrin,Udskoling,Natur,,Klima,,Ressourcer,,,,,,,,,,,,,,,
Det Minigrønne Flag 0. - 6.,Furesø,Natur- og innovationsværksted,Grøn Guide,0. klasse,1. klasse,2. klasse,3. klasse,4. klasse,5. klasse,6. klasse,,,,,Indskoling,Mellemtrin,,Natur,,Klima,,,,,,,,,,,,,,,,,
Lej med Miljø 0. - 6.,Furesø,Natur- og innovationsværksted,Grøn Guide,0. klasse,1. klasse,2. klasse,3. klasse,4. klasse,5. klasse,6. klasse,,,,,Indskoling,Mellemtrin,,Natur,,,,Ressourcer,Energi,,,,,,,,,,,,,,
Insekter og andre smådyrs fantastiske verden 3. - 5.,Furesø,Natur- og innovationsværksted,Hjortøgaard Udeskole og flyvestationen,,,,,4. klasse,5. klasse,6. klasse,,,,,,Mellemtrin,,Natur,,Klima,,,,,,,,,,,,,,,,,
Fødekæder - æd eller bliv ædt 4. - 5.,Furesø,Natur- og innovationsværksted,Hjortøgaard Udeskole og flyvestationen,,,,,4. klasse,5. klasse,,,,,,,Mellemtrin,,Natur,,,Fødevarer,,,,,,,,,,,,,,,,
Sæt flueben ved insekter 7. - 8.,Furesø,Natur- og innovationsværksted,Hjortøgaard Udeskole og flyvestationen,,,,,,,,7. klasse,8. klasse,,,,,Udskoling,Natur,,,,,,,,,,,,,,,,,,,
"Hjortøgård udeskole, 0. - 10. Tilbud på egen hånd, eller med naturvejleder",Furesø,Natur- og innovationsværksted,Hjortøgaard Udeskole,0. klasse,1. klasse,2. klasse,3. klasse,4. klasse,5. klasse,6. klasse,7. klasse,8. klasse,9. klasse,10. klasse,Indskoling,Mellemtrin,Udskoling,Natur,,Klima,,Ressourcer,,,,,,,,,,,,,,,
Fisk: Forløb med dissektion og fiskenes biologi 4. - 9.,Furesø,Natur- og innovationsværksted,Skolelandbruget og haver til Maver,,,,,4. klasse,5. klasse,6. klasse,7. klasse,8. klasse,9. klasse,,,Mellemtrin,Udskoling,Natur,,,,,,,,,,,,,,,,,,,
"Fugle, fjer og flyveevne: Forløb med dissektion og fuglenes biologi 4. - 9.",Furesø,Natur- og innovationsværksted,Skolelandbruget og Haver til Maver,,,,,4. klasse,5. klasse,6. klasse,7. klasse,8. klasse,9. klasse,,,Mellemtrin,Udskoling,Natur,,,,,,,,,,,,,,,,,,,
De økologiske skolehaver 8 besøg 0. - 5.,Furesø,Natur- og innovationsværksted,Skolelandbruget og Haver til Maver,0. klasse,1. klasse,2. klasse,3. klasse,4. klasse,5. klasse,6. klasse,7. klasse,,,,Indskoling,Mellemtrin,Udskoling,,,Klima,Fødevarer,Ressourcer,,,,,,,,,,,,,,,
Frø og spiring 0. - 5.,Furesø,Natur- og innovationsværksted,Skolelandbruget og Haver til Maver,0. klasse,1. klasse,2. klasse,3. klasse,4. klasse,5. klasse,,,,,,,,,Natur,,,Fødevarer,,,,,,,,,,,,,,,,
Nedbrydere og nærringsstoffer 0. - 5.,Furesø,Natur- og innovationsværksted,Skolelandbruget og Haver til Maver,0. klasse,1. klasse,2. klasse,3. klasse,4. klasse,5. klasse,,,,,,,,,Natur,,,Fødevarer,,,,,,,,,,,,,,,,
Ukrudt og pesto-challenge 0. - 5.,Furesø,Natur- og innovationsværksted,Skolelandbruget og Haver til Maver,0. klasse,1. klasse,2. klasse,3. klasse,4. klasse,5. klasse,,,,,,,,,,,,Fødevarer,,,,,,,,,,,,,,,,
Bier 0. - 5.,Furesø,Natur- og innovationsværksted,Skolelandbruget og Haver til Maver,0. klasse,1. klasse,2. klasse,3. klasse,4. klasse,5. klasse,,,,,,,,,Natur,,,Fødevarer,,,,,,,,,,,,,,,,
Plantelærer 0. - 5.,Furesø,Natur- og innovationsværksted,Skolelandbruget og Haver til Maver,0. klasse,1. klasse,2. klasse,3. klasse,4. klasse,5. klasse,,,,,,,,,Natur,,,Fødevarer,,,,,,,,,,,,,,,,
Sanserne og de 4 verdenskøkkener 0. - 5.,Furesø,Natur- og innovationsværksted,Skolelandbruget og Haver til Maver,0. klasse,1. klasse,2. klasse,3. klasse,4. klasse,5. klasse,,,,,,,,,,,,Fødevarer,,,,,,,,,,,,,,,,
Besøg på den økologiske bondegård Stengården 0. - 5.,Furesø,Natur- og innovationsværksted,Skolelandbruget og Haver til Maver,0. klasse,1. klasse,2. klasse,3. klasse,4. klasse,5. klasse,,,,,,,,,,,,Fødevarer,,,,,,,,,,,,,,,,
Opbevaring og konservering af grøntsager og kartoffelsuppe 0. - 5.,Furesø,Natur- og innovationsværksted,Skolelandbruget og Haver til Maver,0. klasse,1. klasse,2. klasse,3. klasse,4. klasse,5. klasse,,,,,,,,,,,,Fødevarer,,,,,,,,,,,,,,,,
Uld og får 0. - 9.,Furesø,Natur- og innovationsværksted,Skolelandbruget og haver til maver - Hjortøgaard Udeskole,0. klasse,1. klasse,2. klasse,3. klasse,4. klasse,5. klasse,6. klasse,7. klasse,8. klasse,9. klasse,10. klasse,,,Udskoling,Natur,,,,Ressourcer,,,,,,,,,,,,,,,
Vild mad med vejleder 0. - 10.,Furesø,Natur- og innovationsværksted,Skolelandbruget Johnny Skjoldborg Krog,0. klasse,1. klasse,2. klasse,3. klasse,4. klasse,5. klasse,6. klasse,7. klasse,8. klasse,9. klasse,10. klasse,Indskoling,Mellemtrin,Udskoling,Natur,,,Fødevarer,Ressourcer,,,,,,,,,,,,,,,
Anatomi i et dyr 5. - 10.,Furesø,Natur- og innovationsværksted,Skolelandbruget,,,,,,5. klasse,6. klasse,7. klasse,8. klasse,9. klasse,10. klasse,,Mellemtrin,Udskoling,Natur,,,Fødevarer,,,,,,,,,,,,,,,,
Bonde for en dag 0. - 5.,Furesø,Natur- og innovationsværksted,Skolelandbruget,0. klasse,1. klasse,2. klasse,3. klasse,4. klasse,5. klasse,,,,,,Indskoling,Mellemtrin,,,,Klima,Fødevarer,Ressourcer,,,,,,,,,,,,,,,
"Mæl, Ged og Co. 7. - 9.",Furesø,Natur- og innovationsværksted,Skolelandbruget,,,,,,,,7. klasse,8. klasse,9. klasse,,,,Udskoling,,,Klima,Fødevarer,Ressourcer,,,,,,,,,,,,,,,
Klæk i klassen 3. - 4.,Furesø,Natur- og innovationsværksted,Skolelandbruget,,,,3. klasse,4. klasse,,,,,,,Indskoling,Mellemtrin,,Natur,,,Fødevarer,,,,,,,,,,,,,,,,
Bondens kloge hænder 3. - 4.,Furesø,Natur- og innovationsværksted,Skolelandbruget,,,,,,,,,,,,,,,Natur,,Klima,Fødevarer,,,,,,,,,,,,,,,,
Pligter i gamle dage 0. - 1.,Furesø,Natur- og innovationsværksted,Skolelandbruget,0. klasse,1. klasse,,,,,,,,,,Indskoling,,,,,,Fødevarer,Ressourcer,,,,,,,,,,,,,,,
Kæmpe insekter 0. - 3.,Furesø,Natur- og innovationsværksted,Farum Billedskole,0. klasse,1. klasse,2. klasse,3. klasse,,,,,,,,Indskoling,,,Natur,,,,,,,,,,,,,,,,,,,
Byg til Dyr 0. - 3.,Furesø,Natur- og innovationsværksted,Farum Billedskole,0. klasse,1. klasse,2. klasse,3. klasse,,,,,,,,Indskoling,,,Natur,,,,,,,,,,,,,,,,,,,
"Dagstur, naturvejleder 0. - 10.",Furesø,Natur- og innovationsværksted,Fiskebæk Naturskole,0. klasse,1. klasse,2. klasse,3. klasse,4. klasse,5. klasse,6. klasse,7. klasse,8. klasse,9. klasse,10. klasse,Indskoling,Mellemtrin,Udskoling,Natur,,,,,,,,,,,,,,,,,,,
Bauneslettens sommerfugle 4. - 6.,Furesø,Natur- og innovationsværksted,Fiskebæk naturskole,,,,,4. klasse,5. klasse,6. klasse,,,,,,Mellemtrin,,Natur,,,,,,,,,,,,,,,,,,,
Biodiversitet 8. - 10.,Furesø,Natur- og innovationsværksted,Fiskebæk naturskole,,,,,,,,,8. klasse,9. klasse,10. klasse,,,Udskoling,Natur,,,,,,,,,,,,,,,,,,,
Birdrace 4. - 6.,Furesø,Natur- og innovationsværksted,Fiskebæk naturskole,,,,,4. klasse,5. klasse,6. klasse,,,,,,Mellemtrin,,Natur,,,,,,,,,,,,,,,,,,,
Byg et insekthotel 2. - 5.,Furesø,Natur- og innovationsværksted,Fiskebæk naturskole,,,2. klasse,3. klasse,4. klasse,5. klasse,,,,,,Indskoling,,,Natur,,,,,,,,,,,,,,,,,,,
Dyrespor 0. - 3.,Furesø,Natur- og innovationsværksted,Fiskebæk naturskole,0. klasse,1. klasse,2. klasse,3. klasse,,,,,,,,Indskoling,,,Natur,,,,,,,,,,,,,,,,,,,
Naturorientering 0. - 3.,Furesø,Natur- og innovationsværksted,Fiskebæk naturskole,0. klasse,1. klasse,2. klasse,3. klasse,,,,,,,,Indskoling,,,Natur,,,,,,,,,,,,,,,,,,,
Edderkopper 4. - 6.,Furesø,Natur- og innovationsværksted,Fiskebæk naturskole,,,,,4. klasse,5. klasse,6. klasse,,,,,,Mellemtrin,,Natur,,,,,,,,,,,,,,,,,,,
Furesøens økologi I 5. - 7.,Furesø,Natur- og innovationsværksted,Fiskebæk naturskole,,,,,,5. klasse,6. klasse,7. klasse,,,,,Mellemtrin,,Natur,,,,,,,,,,,,,,,,,,,
Furesøens økologi II 8. - 10.,Furesø,Natur- og innovationsværksted,Fiskebæk naturskole,,,,,,,,,8. klasse,9. klasse,10. klasse,,,Udskoling,Natur,,,,,,,,,,,,,,,,,,,
Fiskeri fra bred 3. - 5.,Furesø,Natur- og innovationsværksted,Fiskebæk naturskole,,,,3. klasse,4. klasse,5. klasse,,,,,,Indskoling,Mellemtrin,,Natur,,,,,,,,,,,,,,,,,,,
Fiskeundersøgelser 6. - 7.,Furesø,Natur- og innovationsværksted,Fiskebæk naturskole,,,,,,,6. klasse,7. klasse,8. klasse,,,,Mellemtrin,,Natur,,,,,,,,,,,,,,,,,,,
Fugle 3. - 5.,Furesø,Natur- og innovationsværksted,Fiskebæk naturskole,,,,3. klasse,4. klasse,5. klasse,,,,,,Indskoling,Mellemtrin,,Natur,,,,,,,,,,,,,,,,,,,
Introduktion til Furesøen 2. - 4.,Furesø,Natur- og innovationsværksted,Fiskebæk naturskole,,,2. klasse,3. klasse,4. klasse,,,,,,,Indskoling,,,Natur,,,,,,,,,,,,,,,,,,,
Krebsdyrens Verden 4. - 6.,Furesø,Natur- og innovationsværksted,Fiskebæk naturskole,,,,,4. klasse,5. klasse,6. klasse,,,,,,Mellemtrin,,Natur,,,,,,,,,,,,,,,,,,,
Livet i dammen 1. - 3.,Furesø,Natur- og innovationsværksted,Fiskebæk naturskole,,1. klasse,2. klasse,3. klasse,,,,,,,,Indskoling,,,Natur,,,,,,,,,,,,,,,,,,,
Mini jagttegn 3. - 4.,Furesø,Natur- og innovationsværksted,Fiskebæk naturskole,,,,3. klasse,4. klasse,5. klasse,,,,,,Indskoling,,,Natur,,,,,,,,,,,,,,,,,,,
På jagt i vildnisset 1. - 2.,Furesø,Natur- og innovationsværksted,Fiskebæk naturskole,,1. klasse,2. klasse,,,,,,,,,Indskoling,,,Natur,,,,,,,,,,,,,,,,,,,
Skovøkologi 8. - 10.,Furesø,Natur- og innovationsværksted,Fiskebæk naturskole,,,,,,,,7. klasse,8. klasse,9. klasse,10. klasse,,,Udskoling,Natur,,Klima,,,,,,,,,,,,,,,,,
Smådyr i skoven 2. - 5.,Furesø,Natur- og innovationsværksted,Fiskebæk naturskole,,,,3. klasse,4. klasse,5. klasse,,,,,,Indskoling,Mellemtrin,,Natur,,,,,,,,,,,,,,,,,,,
